	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.9901519379058442	0	0	0
1	0.9899616984577921	0	0	0
2	0.9910016741071428	0	0	0
3	0.9922572544642857	0	0	0
4	0.9926884638798701	0	0	0
5	0.992872362012987	0	0	0
6	0.9931450385551948	0	0	0
7	0.9930499188311689	0	0	0
8	0.9931767451298701	0	0	0
9	0.9930372362012988	0	0	0
10	0.9932464995941558	0	0	0
11	0.9931767451298701	0	0	0
12	0.9933352780032467	0	0	0
13	0.9935445413961038	0	0	0
14	0.9935128348214285	0	0	0
15	0.9929230925324675	0	0	0
16	0.9936269784902598	0	0	0
17	0.9933289366883117	0	0	0
18	0.9937347808441558	0	0	0
19	0.9936650263798701	0	0	0
