	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.9902153510551948	0	0	0
1	0.9898665787337663	0	0	0
2	0.9918767755681818	0	0	0
3	0.9922128652597402	0	0	0
4	0.9922255478896104	0	0	0
5	0.9931260146103896	0	0	0
6	0.9932274756493507	0	0	0
7	0.9931577211850648	0	0	0
8	0.9926821225649352	0	0	0
9	0.993550882711039	0	0	0
10	0.993360643262987	0	0	0
11	0.9937474634740261	0	0	0
12	0.9936142958603896	0	0	0
13	0.9934938108766235	0	0	0
14	0.9934811282467533	0	0	0
15	0.9935128348214285	0	0	0
16	0.9936206371753247	0	0	0
17	0.9937220982142857	0	0	0
18	0.9937094155844156	0	0	0
19	0.9936650263798701	0	0	0
