	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.9903900588768115	0	0	0
1	0.9902467589447465	0	0	0
2	0.9910481770833334	0	0	0
3	0.9920707370923912	0	0	0
4	0.9920760444972826	0	0	0
5	0.9925784788269928	0	0	0
6	0.99267578125	0	0	0
7	0.9923626443614131	0	0	0
8	0.9920901975769928	0	0	0
9	0.9927005491394928	0	0	0
10	0.9929517663043478	0	0	0
11	0.9928615404211957	0	0	0
12	0.9930809131567028	0	0	0
13	0.9926934725996377	0	0	0
14	0.9933285920516305	0	0	0
15	0.9927359318387681	0	0	0
16	0.9930419921875	0	0	0
17	0.9928526947463768	0	0	0
18	0.9923078011775361	0	0	0
19	0.9928916157155797	0	0	0
